year,exam,question,option1,option2,option3,option4,option5,correct
2020,fir,"14. Las siguientes especies son dermatofitos, EXCEPTO:",1. Microsporum canis.,2. Trichophyton rubrum.,3. Trichosporon asahii.,4. Epidermophyton floccosum.,,3
2020,fir,15. El biomarcador 1-3-beta-D-glucano es útil para el diagnóstico de las infecciones fúngicas invasivas EXCEPTO las causadas por:,1. Aspergillus terreus.,2. Candida albicans.,3. Cryptococcus neoformans.,4. Pneumocystis jirovecii.,,3
2020,fir,"16. En el cultivo de un exudado ótico, tras 24 horas de incubación a 35 ºC, existe crecimiento en placas de agar chocolate, pero NO en agar sangre NI en agar MacConkey. Las colonias son oxidasa positivas y en la tinción de Gram se observan cocobacilos gramnegativos. ¿Cuál sería la identificación más probable?:",1. Klebsiella pneumoniae.,2. Pseudomonas aeruginosa.,3. Haemophilus influenzae.,4. Staphylococcus aureus.,,3
2020,fir,17. ¿Cuál es el mecanismo de resistencia a quinolonas más frecuente en bacterias gramnegativas?:,1. Mutaciones en el gen de la ADN girasa (gyrA).,2. Mutaciones en el gen de la ARN polimerasa (rpoB).,3. Modificación de la diana por metilación del ribosoma (genes erm).,4. Beta-lactamasas de clase C de Ambler.,,1
2020,fir,18. ¿Qué característica de las siguientes NO es propia de neumococo?:,"1. Puede causar neumonía, meningitis, bacteriemia y otitis, entre otras infecciones.",2. En la tinción de Gram se observan diplococos grampositivos.,3. La colistina es el fármaco de elección para el tratamiento de la meningitis por neumococo.,4. La detección de antígeno polisacárido C de neumococo en orina es útil en el diagnóstico de neumonía en población adulta.,,3
2020,fir,19. Señale la opción FALSA respecto a Legionella:,1. Legionella pneumophila serogrupo 1 causa más del95% de los casos de legionelosis adquirida en la comunidad.,2. La infección se adquiere por inhalación de aerosoles de agua contaminada.,3. Levofloxacino y azitromicina son fármacos de elección para el tratamiento de enfermedad grave en pacientes inmunodeprimidos.,4. La fiebre de Pontiac causada por Legionella tiene una mortalidad superior al 30% sin tratamiento.,,4
2020,fir,20. ¿Qué opción considera correcta en relación a Neisseria?:,1. Nesseria gonorrhoeae es un patógeno exclusivamente humano.,"2. La presencia de diplococos grampositivos en la tinción de Gram, sugiere un diagnóstico presuntivo de uretritis gonocócica en varones.","3. En función de su cápsula polisacarídica, se han descrito solamente 4 serogrupos en Neisseria meningitidis (A, C, W, Y).",4. Neisseria subflava es un patógeno de la orofaringe humana que siempre se asocia con enfermedad invasiva.,,1
2020,fir,21. El agente etiológico más frecuente como causante de faringitis bacteriana es:,1. Streptococcus dysgalactiae.,2. Estreptococo beta-hemolítico grupo G.,3. Arcanobacterium haemolyticum.,4. Streptococcus pyogenes.,,4
2020,fir,22. ¿Cuál es la respuesta correcta con respecto al diagnóstico de la infección causada por Mycobacterium tuberculosis?:,1. Para el diagnóstico de enfermedad pulmonar se deben obtener tres muestras respiratorias matinales tomadas en días consecutivos.,2. La reactividad de la prueba cutánea de la tuberculina se interpreta a las 24 horas.,3. La tinción microscópica de Ziehl-Neelsen utiliza colorantes fluorescentes.,4. Se puede medir la liberación de IFN-γ producido por los linfocitos B sensibilizados por los antígenos de M. tuberculosis.,,1
2020,fir,23. ¿Cuál es la respuesta correcta con respecto al patógeno Listeria monocytogenes?:,1. Es intracelular obligado.,2. Es muy sensible a altas concentraciones de NaCl.,"3. Los neonatos, ancianos y mujeres gestantes tienen un mayor riesgo de padecer bacteriemia y meningoencefalitis causadas por el mismo.",4. El tratamiento de elección de la enfermedad que causa es ciprofloxacino.,,3
2020,fir,24. ¿Cuál de las siguientes asociaciones es correcta?:,1. Corynebacterium diphteriae - Bacilo de Pfeiffer.,2. Clostridium tetani - Bacilo de Welch.,3. Mycobacterium tuberculosis - Bacilo de Löffler.,4. Mycobacterium leprae - Bacilo de Hansen.,,4
2020,fir,25. ¿Cuál de las siguientes enterobacterias fermenta la lactosa?:,1. Salmonella.,2. Citrobacter.,3. Proteus.,4. Shigella.,,2
2020,fir,"26. El virus SARS-CoV2, responsable de la COVID-19, es un virus del tipo:",1. ARN desnudo.,2. ADN desnudo.,3. ARN envuelto.,4. ADN envuelto.,,3
2020,fir,27. ¿Cuál es el principal mecanismo de resistencia a las cefalosporinas en bacterias gramnegativas?:,1. Modificación de la diana del antibiótico.,2. Presencia de bombas de expulsión del antibiótico.,3. Pérdida de las porinas.,4. Producción de beta-lactamasas.,,4
2020,fir,28. ¿Cuál de los siguientes es un efecto adverso común de los aminoglucósidos?:,1. Nefrotoxicidad.,2. Caída del cabello.,3. Coloración de los dientes.,4. Elevación de enzimas hepáticas.,,1
2020,fir,29. ¿Cuál de los siguientes parásitos puede causar desde la mera colonización asintomática a una afectación intestinal variable entre diarrea leve y un síndrome de malabsorción grave?:,1. Entamoeba dispar.,2. Endolimax nana.,3. Giardia lamblia.,4. Entamoeba hartmanni.,,3
2020,fir,"30. ¿Qué parásito sigue el siguiente ciclo biológico? Tras la ingesta de huevos, las larvas nacen en el intestino delgado y migran al ciego, donde penetran en la mucosa y maduran hasta convertirse en gusanos adultos:",1. Ascaris lumbricoides.,2. Trichuris trichiura.,3. Ancylostoma duodenale.,4. Trichinella spiralis.,,2
2020,fir,31. Una joven buceadora ingresa en el hospital por una sinusitis aguda complicada que evoluciona tórpidamente hasta presentar un cuadro de meningoencefalitis aguda hemorrágica necrotizante. La paciente es intervenida por neurocirugía y en la biopsia de tejido cerebral se observa la presencia de trofozoítos. ¿Cuál es el patógeno compatible con el cuadro clínico descrito?:,1. Taenia solium.,2. Toxoplasma gondii.,3. Naegleria fowleri.,4. Cryptococcus neoformans.,,3
2020,fir,32. ¿Cuál de los siguientes NO se encuentra dentro de los ensayos de control descritos en la Real Farmacopea Española para asegurar la eficacia terapéutica de los inhaladores de polvo seco?:,1. Uniformidad de dosis emitida.,2. Dosis de las partículas finas.,3. Número mínimo de descargas para obtener la dosis mínima recomendada.,4. Número de descargas por envase (para inhaladores multidosis).,,3
2020,fir,33. ¿Cuál de los siguientes enunciados NO corresponde a una ventaja de las cápsulas?:,"1. Son fácilmente identificables, tanto por parte del fabricante como del paciente, mediante una adecuada selección de colores o serigrafiado.","2. En general, la biodisponibilidad del fármaco a partir de las cápsulas es superior a la de los comprimidos.","3. Presentan un menor coste de producción, a escala industrial, con respecto a los comprimidos.","4. Su elaboración puede llevarse a cabo en la oficina de farmacia, lo que posibilita la individualización de dosis de acuerdo con las necesidades del paciente.",,3
2020,fir,34. Los procesos de segregación en mezclas ordenadas surgen como consecuencia de:,1. La saturación de los lugares de unión disponibles en la superficie de las partículas del portador.,2. La baja cohesividad de sus componentes.,3. La acción de la gravedad cuando existen diferencias en la densidad de los componentes de la mezcla.,"4. El deslizamiento de las partículas más pequeñas de la mezcla (en especial si son más densas) a través de los espacios inter-particulares, concentrándose en la parte inferior de los recipientes.",,1
2020,fir,"35. Las preparaciones inyectables tipo suspensión, ¿pueden presentar un sedimento visible?:","1. Sí, siempre que sean preparaciones inyectables de pequeño volumen.","2. Sí, siempre que sea un sedimento que pueda redispersarse fácil y totalmente por agitación.","3. No, en ningún caso, ya que uno de los requisitos de los preparados parenterales es la limpidez.","4. No, salvo que sean preparaciones inyectables de pequeño volumen.",,2
2020,fir,36. La liberación paramétrica de un lote de una formulación estéril de administración parenteral consiste en su liberación en función de:,1. Los resultados de ciertos parámetros críticos de control sobre una muestra del lote final.,2. Ciertos parámetros de calidad críticos de la zona estéril de fabricación.,3. Si se cumplen las especificaciones del producto final sobre una muestra representativa.,"4. Los datos recogidos durante el proceso de fabricación, que incluye una esterilización terminal validada.",,4
2020,fir,37. El índice de Hausner describe la relación entre las:,1. Densidades inicial y final en un proceso de compresión e indica la plasticidad de un material.,2. Viscosidades obtenidas en un reograma a dos velocidades de cizalla e indica la tixotropía del material.,3. Densidades apelmazada y aparente e indica la fluidez de un material pulverulento.,4. Fuerzas aplicada y transmitida en un proceso de compresión e indica la plasticidad de un material.,,3
2020,fir,"38. Según la definición oficial de la Real Farmacopea Española, ¿es posible elaborar supositorios por compresión?:","1. Sí, porque son preparaciones unidosis sólidas que se fabrican por cualquier procedimiento que garantice el cumplimiento de sus especificaciones.","2. No, porque son preparaciones unidosis sólidas que se fabrican exclusivamente por moldeo y posterior enfriamiento.","3. Sí, porque son preparaciones unidosis sólidas que se pueden preparar por compresión y por moldeo.","4. No, porque sólo los comprimidos pueden elaborarse mediante un proceso de compresión.",,3
2020,fir,"39. Señale el nombre de la proteína que interacciona con el colesterol y que está presente en las invaginaciones de la membrana de varios tipos de células (como por ejemplo, las endoteliales):",1. Catelicidina.,2. Caveolina.,3. Catepsina.,4. Calsecuestrina.,,2
2020,fir,"40. Los receptores situados en la capa más profunda de la dermis, de adaptación lenta y que median las sensaciones de contacto intenso o persistente, reciben el nombre de:",1. Corpúsculos de Meissner.,2. Discos de Merkel.,3. Corpúsculos de Ruffini.,4. Corpúsculos de Pacini.,,3
2020,fir,41. Señale qué factor provoca la inhibición de la secreción de la hormona antidiurética:,1. Náuseas y vómitos.,2. Disminución del volumen sanguíneo.,3. Estrés.,4. Llenado excesivo de la aurícula.,,4
2020,fir,42. Señale el efecto que NO provoca la aldosterona:,1. Aumento de la reabsorción tubular renal de sodio.,2. Disminución de la secreción de potasio.,3. Estimulación del sistema nervioso simpático.,4. Aumento de la absorción intestinal de sodio.,,2
2020,fir,"43. La percepción de profundidad, obtenida a partir de las diferencias entre las imágenes de ambas retinas que aparecen como consecuencia de la separación horizontal de los globos oculares, se denomina:",1. Discromatopsia.,2. Estereopsia.,3. Acomodación.,4. Prosopagnosia.,,2
2020,fir,44. ¿Qué ley define y calcula el flujo sanguíneo a través de los vasos sanguíneos en función del gradiente de presión y la resistencia?:,1. Ley de Frank-Starling.,2. Ley de Weber-Flechner.,3. Ley de Poiseuille.,4. Ley de Ohm.,,4
2020,fir,45. Indique cuál de las siguientes situaciones NO conduce a hipoxia:,1. Aumento del espacio muerto fisiológico.,2. Aumento de la distensibilidad pulmonar.,3. Intoxicación por monóxido de carbono.,4. Insuficiencia cardíaca.,,2
2020,fir,46. Señale la afirmación INCORRECTA sobre los efectos fisiológicos de la insulina:,"1. Inactiva la fosforilasa hepática, principal enzima que degrada glucógeno a glucosa.","2. Activa la ATPasa Na+-K+ en muchas células, aumentando la captación de potasio a su interior, lo que puede conducir a una hipopotasemia asociada al aumento de potasio intracelular.",3. Aumenta la actividad lipasa que hidroliza las grasas del tejido adiposo y disminuye la actividad de la lipoproteinlipasa que estimula la absorción intestinal de ácidos grasos.,4. Estimula la captación de aminoácidos al interior de las células.,,3
2020,fir,47. ¿Qué haz NO conduce a la propagación o transmisión del impulso cardiaco a través de las aurículas?:,"1. Thorel, o posterior.","2. Wenckebach, o medial.",3. Bachmann.,4. His.,,4
2020,fir,48. Diferentes situaciones o alteraciones fisiológicas pueden provocar voltajes anormales del complejo QRS. Señale cuál de las siguientes NO disminuye el voltaje del electrocardiograma:,1. Enfisema pulmonar.,2. Líquido en el pericardio.,3. Hipertrofia del músculo cardiaco.,4. Infartos arteriales miocárdicos antiguos.,,3
2020,fir,49. Con respecto al túbulo colector cortical señale la afirmación INCORRECTA:,1. Las células intercaladas secretan hidrógeno y reabsorben bicarbonato y potasio.,2. Las células principales absorben potasio y secretan sodio.,3. Está regulado por la aldosterona.,4. Las células intercaladas secretan hidrógeno mediante una bomba H+-ATPasa.,,2
2020,fir,50. ¿Qué factor de coagulación recibe el nombre de factor de Stuart?:,1. Factor XIII.,2. Factor XII.,3. Factor XI.,4. Factor X.,,4
2020,fir,"51. Las zonas periventriculares del hipotálamo y del tálamo, la sustancia gris central del mesencéfalo, las zonas de la amígdala y del hipocampo son localizaciones de:",1. Centros de recompensa.,2. Corteza límbica.,3. Centros de castigo.,4. Ganglios basales.,,3
2020,fir,52. Indique cuáles NO son inclusiones eritrocitarias:,1. Cuerpos de Heinz.,2. Anillos de Cabot.,3. Cuerpos de Döhle.,4. Cuerpos de Pappenheimer.,,3
